+----------------------------------------------------------------------------------------------------------------------+--------+
|                                                        title                                                         | rating |
| Pay Back                                                                                                             | 3.9    |
| Pramani                                                                                                              | 3.9    |
| Razorblade City                                                                                                      | 3.9    |
| Rintihan Kuntilanak Perawan                                                                                          | 3.9    |
| Salam Bar Eshgh                                                                                                      | 3.9    |
| Secret Societies and the Global Conspiracy                                                                           | 3.9    |
| Shades of a Killer                                                                                                   | 3.9    |
| Silent Anna                                                                                                          | 3.9    |
| Slaughter Weekend                                                                                                    | 3.9    |
| Swaha: Life Beyond Superstition                                                                                      | 3.9    |
| The Book of Zombie                                                                                                   | 3.9    |
| The Killing Strain                                                                                                   | 3.9    |
| The Legend of Silk Boy                                                                                               | 3.9    |
| The Mansion Directive                                                                                                | 3.9    |
| The Roommate (II)                                                                                                    | 3.9    |
| Un camorrista perbene                                                                                                | 3.9    |
| V3: Road Bully                                                                                                       | 3.9    |
| War of the Gods                                                                                                      | 3.9    |
| Wo es weh tut                                                                                                        | 3.9    |
| Yulia                                                                                                                | 3.9    |
| 9 KK Road                                                                                                            | 3.8    |
| A Friend in Need                                                                                                     | 3.8    |
| A Very Dog Day Afternoon                                                                                             | 3.8    |
| A Woman                                                                                                              | 3.8    |
| Abnormis                                                                                                             | 3.8    |
| Ang damgo ni Eleuteria                                                                                               | 3.8    |
| Annarakkannanum Thannalayathu                                                                                        | 3.8    |
| Asal                                                                                                                 | 3.8    |
| Banglar King Kong                                                                                                    | 3.8    |
| Brown Sugar                                                                                                          | 3.8    |
| Brødrene Dal og Vikingsverdets Forbannelse                                                                           | 3.8    |
| Caller ID: Entity                                                                                                    | 3.8    |
| Cannibal                                                                                                             | 3.8    |
| Capital                                                                                                              | 3.8    |
| Chihuahua: the Movie                                                                                                 | 3.8    |
| Closets                                                                                                              | 3.8    |
| Dead Frequency                                                                                                       | 3.8    |
| Destiny                                                                                                              | 3.8    |
| Flatline                                                                                                             | 3.8    |
| Frost                                                                                                                | 3.8    |
| Furry Vengeance                                                                                                      | 3.8    |
| Glenn, the Flying Robot                                                                                              | 3.8    |
| Gun                                                                                                                  | 3.8    |
| Harlem Hostel                                                                                                        | 3.8    |
| Incident                                                                                                             | 3.8    |
| Jaane Kahan Se Aayi Hai                                                                                              | 3.8    |
| Journey to Paradise                                                                                                  | 3.8    |
| Kluge                                                                                                                | 3.8    |
| La isla                                                                                                              | 3.8    |
| Last Breath                                                                                                          | 3.8    |
| Lukochurii                                                                                                           | 3.8    |
| Marriage in the Extra Time                                                                                           | 3.8    |
| Megaman                                                                                                              | 3.8    |
| Musaa: The Most Wanted                                                                                               | 3.8    |
| Opération 118 318 sévices clients                                                                                    | 3.8    |
| Pankh                                                                                                                | 3.8    |
| Red Dirt Rising                                                                                                      | 3.8    |
| Red Zone                                                                                                             | 3.8    |
| Repo                                                                                                                 | 3.8    |
| Road Kill                                                                                                            | 3.8    |
| Sci-Fi High: The Movie Musical                                                                                       | 3.8    |
| Seres: Genesis                                                                                                       | 3.8    |
| Snatch 'n' Grab                                                                                                      | 3.8    |
| Tee Ratra                                                                                                            | 3.8    |
| The Death I Dreamed Of                                                                                               | 3.8    |
| The Feed                                                                                                             | 3.8    |
| The Maze                                                                                                             | 3.8    |
| Tiran: Mati di Ranjang                                                                                               | 3.8    |
| Tito bez maske                                                                                                       | 3.8    |
| Track Aduowan                                                                                                        | 3.8    |
| Un buen día                                                                                                          | 3.8    |
| Uncle David                                                                                                          | 3.8    |
| War Machine                                                                                                          | 3.8    |
| War of Love                                                                                                          | 3.8    |
| 10 Days to Die                                                                                                       | 3.7    |
| A Day of Violence                                                                                                    | 3.7    |
| A Numbers Game                                                                                                       | 3.7    |
| Aal                                                                                                                  | 3.7    |
| Anahita                                                                                                              | 3.7    |
| Beware                                                                                                               | 3.7    |
| Black Forest                                                                                                         | 3.7    |
| Bulletface                                                                                                           | 3.7    |
| Bunkerember                                                                                                          | 3.7    |
| Corruption.Gov                                                                                                       | 3.7    |
| Democracy in Daylight                                                                                                | 3.7    |
| Diary of a Bad Lad                                                                                                   | 3.7    |
| Dunno Y Na Jaane Kyun...                                                                                             | 3.7    |
| Four Friends                                                                                                         | 3.7    |
| Harbi define                                                                                                         | 3.7    |
| Hitler's Grave                                                                                                       | 3.7    |
| III Slices of Life                                                                                                   | 3.7    |
| If a Tree Falls                                                                                                      | 3.7    |
| Immigration Tango                                                                                                    | 3.7    |
| Kari Chirathe                                                                                                        | 3.7    |
| Little Blue Pill                                                                                                     | 3.7    |
| N-Secure                                                                                                             | 3.7    |
| One in the Gun                                                                                                       | 3.7    |
| Oridathoru Postman                                                                                                   | 3.7    |
| Ouvert 24/7                                                                                                          | 3.7    |
| Penelope's Journey                                                                                                   | 3.7    |
| Perfect Combination                                                                                                  | 3.7    |
| Poopak and Mash Mashallah                                                                                            | 3.7    |
| Rayuan Arwah Penasaran                                                                                               | 3.7    |
| Sam Yan                                                                                                              | 3.7    |
| Savages Crossing                                                                                                     | 3.7    |
| Sharm el Sheikh - Un'estate indimenticabile                                                                          | 3.7    |
| The Final Storm                                                                                                      | 3.7    |
| There's No Such Thing                                                                                                | 3.7    |
| Three Chris's                                                                                                        | 3.7    |
| Trance                                                                                                               | 3.7    |
| Troubadours                                                                                                          | 3.7    |
| Vaadaa                                                                                                               | 3.7    |
| Whatever God Wants                                                                                                   | 3.7    |
| World's End                                                                                                          | 3.7    |
| 420 High Desert Way                                                                                                  | 3.6    |
| Ada... A Way of Life                                                                                                 | 3.6    |
| Alexander the Great                                                                                                  | 3.6    |
| American Scream King                                                                                                 | 3.6    |
| Bad Behaviour                                                                                                        | 3.6    |
| Bloodline                                                                                                            | 3.6    |
| Breaking Up Is Hard to Do                                                                                            | 3.6    |
| Caribbean Basterds                                                                                                   | 3.6    |
| Consinsual                                                                                                           | 3.6    |
| Cupid's Arrow                                                                                                        | 3.6    |
| Dardesar Bozorg                                                                                                      | 3.6    |
| Daredevils of Sasun                                                                                                  | 3.6    |
| Dead Cert                                                                                                            | 3.6    |
| Di Di Hollywood                                                                                                      | 3.6    |
| Flirting Scholar 2                                                                                                   | 3.6    |
| Guibert cinéma                                                                                                       | 3.6    |
| High School Girl Zombie                                                                                              | 3.6    |
| House Swap                                                                                                           | 3.6    |
| I Love Karditsa                                                                                                      | 3.6    |
| Insane                                                                                                               | 3.6    |
| Killer by Nature                                                                                                     | 3.6    |
| Kukuriku Kadin Kralligi                                                                                              | 3.6    |
| Magizhchi                                                                                                            | 3.6    |
| Miracle Girls: Neva-da Stop Dreaming                                                                                 | 3.6    |
| Mord på mere end én Måde                                                                                             | 3.6    |
| Myths and Legends: The New Alliance                                                                                  | 3.6    |
| Nâsu Natsuko no atsui natsu                                                                                          | 3.6    |
| Pelt                                                                                                                 | 3.6    |
| Plus Two                                                                                                             | 3.6    |
| Psychosis                                                                                                            | 3.6    |
| Seeing Heaven                                                                                                        | 3.6    |
| Shadows in Paradise                                                                                                  | 3.6    |
| Siren                                                                                                                | 3.6    |
| Something Like a Business                                                                                            | 3.6    |
| Sparrow                                                                                                              | 3.6    |
| Szélcsend                                                                                                            | 3.6    |
| Te[rekam]                                                                                                            | 3.6    |
| Terror Trap                                                                                                          | 3.6    |
| The Brazen Bull                                                                                                      | 3.6    |
| The Last Godfather                                                                                                   | 3.6    |
| The Penthouse                                                                                                        | 3.6    |
| The Phobos                                                                                                           | 3.6    |
| The Portal                                                                                                           | 3.6    |
| The School in the Woods                                                                                              | 3.6    |
| The Tea Man                                                                                                          | 3.6    |
| V Tsenturiya. V poiskakh zacharovannykh sokrovishch                                                                  | 3.6    |
| Van Von Hunter                                                                                                       | 3.6    |
| Varudu                                                                                                               | 3.6    |
| 2 Alam                                                                                                               | 3.5    |
| Accusation                                                                                                           | 3.5    |
| Amphibious Creature of the Deep                                                                                      | 3.5    |
| Apartment: Rent at Your Own Risk                                                                                     | 3.5    |
| April Fool                                                                                                           | 3.5    |
| Baby Mama's Club                                                                                                     | 3.5    |
| Brando Unauthorized                                                                                                  | 3.5    |
| Camp Hell                                                                                                            | 3.5    |
| Click                                                                                                                | 3.5    |
| Closer to the Dream                                                                                                  | 3.5    |
| Darkness of Day                                                                                                      | 3.5    |
| Daylight Fades                                                                                                       | 3.5    |
| Dead Genesis                                                                                                         | 3.5    |
| Dead Survivors                                                                                                       | 3.5    |
| Dragonetti: The Ruthless Contract Killer                                                                             | 3.5    |
| Echap                                                                                                                | 3.5    |
| Egoli: Afrikaners is Plesierig                                                                                       | 3.5    |
| El paseo                                                                                                             | 3.5    |
| Elite                                                                                                                | 3.5    |
| Gless                                                                                                                | 3.5    |
| Hostile Encounter                                                                                                    | 3.5    |
| Il sottile fascino del peccato                                                                                       | 3.5    |
| Isle of Dogs                                                                                                         | 3.5    |
| Jangan Pandang Belakang Congkak 2                                                                                    | 3.5    |
| Kaalo                                                                                                                | 3.5    |
| Komaram Puli                                                                                                         | 3.5    |
| Legenda ostrova Dvid                                                                                                 | 3.5    |
| Legion of Evil                                                                                                       | 3.5    |
| Les princes de la nuit                                                                                               | 3.5    |
| Love You 10,000 Years                                                                                                | 3.5    |
| Magic Journey to Africa                                                                                              | 3.5    |
| Milk and Honey                                                                                                       | 3.5    |
| Moonlight Sonata                                                                                                     | 3.5    |
| Na izmene                                                                                                            | 3.5    |
| No Body Found                                                                                                        | 3.5    |
| Nosferatu. Uzhas nochi                                                                                               | 3.5    |
| Now Here                                                                                                             | 3.5    |
| O Navio                                                                                                              | 3.5    |
| Piranha-Man vs. Werewolf Man: Howl of the Piranha                                                                    | 3.5    |
| Ramaa: The Saviour                                                                                                   | 3.5    |
| Segurança Nacional                                                                                                   | 3.5    |
| Senario Asam Garam                                                                                                   | 3.5    |
| Shapeshifter                                                                                                         | 3.5    |
| Star Vehicle                                                                                                         | 3.5    |
| Swantham Bharya Zindabad                                                                                             | 3.5    |
| The Ascent                                                                                                           | 3.5    |
| The Dead Matter                                                                                                      | 3.5    |
| The Film Love.Com... The Ultimate Killing Site                                                                       | 3.5    |
| The Final Girl                                                                                                       | 3.5    |
| The Invaders: Genesis                                                                                                | 3.5    |
| The Rapture                                                                                                          | 3.5    |
| The Scientist                                                                                                        | 3.5    |
| The Terror Experiment                                                                                                | 3.5    |
| Yakshiyum Njanum                                                                                                     | 3.5    |
| Zombies Unleashed                                                                                                    | 3.5    |
| 3 harfliler: Marid                                                                                                   | 3.4    |
| A Liar and a Broken Girl                                                                                             | 3.4    |
| Attack of the Vegan Zombies!                                                                                         | 3.4    |
| Easter Bunny Bloodbath                                                                                               | 3.4    |
| Father of Four - In Japanese Mode                                                                                    | 3.4    |
| Future X-Cops                                                                                                        | 3.4    |
| Gamlet XXI vek                                                                                                       | 3.4    |
| Generation Zero                                                                                                      | 3.4    |
| Ghost Stories 4                                                                                                      | 3.4    |
| Grey Skies                                                                                                           | 3.4    |
| Groupie                                                                                                              | 3.4    |
| Haunted Holiday                                                                                                      | 3.4    |
| I Was a 7th Grade Dragon Slayer                                                                                      | 3.4    |
| Jackers                                                                                                              | 3.4    |
| Justify                                                                                                              | 3.4    |
| Kandahar                                                                                                             | 3.4    |
| Magic                                                                                                                | 3.4    |
| My Husband's Wife                                                                                                    | 3.4    |
| My Lai Four                                                                                                          | 3.4    |
| Mysterious Island                                                                                                    | 3.4    |
| Natale in Sudafrica                                                                                                  | 3.4    |
| Pooltime                                                                                                             | 3.4    |
| Prem Kaa Game                                                                                                        | 3.4    |
| Resurrection                                                                                                         | 3.4    |
| Shoot the Hero                                                                                                       | 3.4    |
| Stacy's Mom                                                                                                          | 3.4    |
| Stricken                                                                                                             | 3.4    |
| Suite parlée                                                                                                         | 3.4    |
| Two Sister                                                                                                           | 3.4    |
| Under the Scares                                                                                                     | 3.4    |
| Vampires Suck                                                                                                        | 3.4    |
| Zigortzaileak                                                                                                        | 3.4    |
| Zombie F. Kennedy                                                                                                    | 3.4    |
| Zompyres: Texas                                                                                                      | 3.4    |
| Admissions Open                                                                                                      | 3.3    |
| All American Zombie Drugs                                                                                            | 3.3    |
| Bad Ass                                                                                                              | 3.3    |
| Bikini Monsters                                                                                                      | 3.3    |
| Circle                                                                                                               | 3.3    |
| Elimination                                                                                                          | 3.3    |
| Emulation                                                                                                            | 3.3    |
| Ghosts Don't Exist                                                                                                   | 3.3    |
| Headhunter: The Assessment Weekend                                                                                   | 3.3    |
| I Am                                                                                                                 | 3.3    |
| Jessicka Rabid                                                                                                       | 3.3    |
| Karl the Butcher vs Axe                                                                                              | 3.3    |
| Kidnapping Miyabi                                                                                                    | 3.3    |
| Maro Charitra                                                                                                        | 3.3    |
| Mystikal                                                                                                             | 3.3    |
| New Terminal Hotel                                                                                                   | 3.3    |
| Nostrum                                                                                                              | 3.3    |
| Pugaippadam                                                                                                          | 3.3    |
| Purgatorium                                                                                                          | 3.3    |
| Righteous Stepinac                                                                                                   | 3.3    |
| Scorned                                                                                                              | 3.3    |
| Shackled                                                                                                             | 3.3    |
| Strip Club Slasher                                                                                                   | 3.3    |
| Sura                                                                                                                 | 3.3    |
| Tagnawittude                                                                                                         | 3.3    |
| The Disciple                                                                                                         | 3.3    |
| The Evil Outside Your Window                                                                                         | 3.3    |
| Thunichal                                                                                                            | 3.3    |
| Watashi no yasashikunai senpai                                                                                       | 3.3    |
| Wound                                                                                                                | 3.3    |
| 2001 Maniacs: Field of Screams                                                                                       | 3.2    |
| 48 Below                                                                                                             | 3.2    |
| Atlantis Down                                                                                                        | 3.2    |
| Blooded                                                                                                              | 3.2    |
| Carmen's Kiss                                                                                                        | 3.2    |
| Caution to the Wind                                                                                                  | 3.2    |
| Demon's Twilight                                                                                                     | 3.2    |
| Doktor od jezera hrochu                                                                                              | 3.2    |
| Ek Second... Jo Zindagi Badal De...                                                                                  | 3.2    |
| Federal                                                                                                              | 3.2    |
| Fenomen                                                                                                              | 3.2    |
| La Polinesia è sotto casa                                                                                            | 3.2    |
| Lethal Obsession                                                                                                     | 3.2    |
| Night of the Pumpkin                                                                                                 | 3.2    |
| Nightmare Alley                                                                                                      | 3.2    |
| Paranormal Effect                                                                                                    | 3.2    |
| Pharmawhores: The Showtime Sting of Penn & Teller                                                                    | 3.2    |
| Pound of Flesh                                                                                                       | 3.2    |
| Rifftrax: Wide World of Shorts                                                                                       | 3.2    |
| Saat Saheliyan                                                                                                       | 3.2    |
| Shankar IPS                                                                                                          | 3.2    |
| Sin Sisters 2                                                                                                        | 3.2    |
| Slaughtered                                                                                                          | 3.2    |
| Suicide Girls Must Die!                                                                                              | 3.2    |
| The Bill Collector                                                                                                   | 3.2    |
| The Blood Bond                                                                                                       | 3.2    |
| The Rig                                                                                                              | 3.2    |
| Twisted Path                                                                                                         | 3.2    |
| Un neomelodico presidente                                                                                            | 3.2    |
| Abandoned Souls                                                                                                      | 3.1    |
| April's Fools                                                                                                        | 3.1    |
| Aridhu Aridhu                                                                                                        | 3.1    |
| Battle for America                                                                                                   | 3.1    |
| Beauty and the Beast                                                                                                 | 3.1    |
| Biophage                                                                                                             | 3.1    |
| Boggy Creek                                                                                                          | 3.1    |
| Cut                                                                                                                  | 3.1    |
| Dangerous Cooking                                                                                                    | 3.1    |
| Deep in the Clouds                                                                                                   | 3.1    |
| Detention                                                                                                            | 3.1    |
| Devolved                                                                                                             | 3.1    |
| Flappers, Speakeasies, and the Birth of Modern Culture                                                               | 3.1    |
| Freestyle                                                                                                            | 3.1    |
| Ghetto Stories                                                                                                       | 3.1    |
| Half Moon                                                                                                            | 3.1    |
| Hunger                                                                                                               | 3.1    |
| Khuda Kasam                                                                                                          | 3.1    |
| Little Gobie                                                                                                         | 3.1    |
| Night of the Living Heads                                                                                            | 3.1    |
| Om Namaha Shivaya                                                                                                    | 3.1    |
| Pengantin Sunat                                                                                                      | 3.1    |
| Phoonk 2                                                                                                             | 3.1    |
| S.N.U.B!                                                                                                             | 3.1    |
| Señora Maestra                                                                                                       | 3.1    |
| Shadow                                                                                                               | 3.1    |
| Slow Torture Puke Chamber                                                                                            | 3.1    |
| Stag Night of the Dead                                                                                               | 3.1    |
| Standing Ovation                                                                                                     | 3.1    |
| Terror at Black Tree Forest                                                                                          | 3.1    |
| The Devil Within                                                                                                     | 3.1    |
| The Race-ist                                                                                                         | 3.1    |
| Trump Card                                                                                                           | 3.1    |
| Vorrei averti qui                                                                                                    | 3.1    |
| Wendigo: Bound by Blood                                                                                              | 3.1    |
| Angels Love Donuts                                                                                                   | 3.0    |
| Apparition                                                                                                           | 3.0    |
